*UNIQUE-ID,ACCESSION-1,NAME,SYNONYMS,PRODUCT-NAME,SWISS-PROT-ID,START-BASE,END-BASE,DIRECTION,GENE-TYPE,TU-COLOR,TU,Promoters,Sigma,Regulator_activate,Regulator_inhibit
EG30035,b2590,gltW,,tRNA-Glu(UUC),,2729369,2729444,-,R,6.0,"['TU0-45198', 'TU0-1188', 'TU0-1187']","[['PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-46498'], ['PM0-1348', 'PM0-1348'], ['PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-46498', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347', 'PM0-1347']]","['RPOH-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, 'RPOH-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None]","['Fis', 'NhaR-Na+', 'NhaR-Na+, Fis']","['Lrp-leu, H-NS, ppGpp, DksA, DksA-ppGpp', None, 'DksA-ppGpp, DksA, ppGpp']"
EG12211,b3459,panZ,"livL,panM,yhhK",acetyl-CoA-bound PanD maturation factor,,3597984,3598367,+,P,10.0,['TU0-8583'],[[]],[],[None],[None]
EG11172,b3115,tdcD,yhaA,propionate kinase,P11868,3262452,3263660,-,P,7.0,"['TU0-14551', 'TU00125']","[['PM0-9834'], ['PM00168', 'PM00168', 'PM00168', 'PM00168', 'PM00168', 'PM00168', 'PM00168']]","[None, None, None, None, None, None, None, None]","[None, 'TdcR, TdcA, IHF, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, Fnr']","[None, None]"
G6630,b1213,ychQ,sirB2,SirB family protein YchQ,Q46755,1266924,1267316,+,P,3.0,['TU305'],[['PM383']],['RPOD-MONOMER'],[None],[None]
G6957,b1770,ydjF,,putative DNA-binding transcriptional regulator YdjF,P77721,1854096,1854854,-,P,3.0,['TU0-13393'],[[]],[],[None],[None]
G6455,b0870,ltaE,"ltaA,ybjU",low-specificity L-threonine aldolase,P75823,908293,909294,-,P,5.0,"['TU0-14618', 'TU0-13075']","[['PM0-10001'], []]",[None],"[None, None]","[None, None]"
G6574,b1117,lolD,ycfV,lipoprotein release complex - ATP binding subunit,P75957,1176619,1177320,+,P,7.0,['TU0-13141'],[[]],[],[None],[None]
G6853,b1595,ynfL,,putative DNA-binding transcriptional regulator YnfL,P77559,1668699,1669592,-,P,4.0,['TU0-13340'],[[]],[],[None],[None]
G6454,b0869,ybjT,,putative NAD(P)-binding protein YbjT,P75822,906852,908282,-,P,5.0,"['TU0-14618', 'TU0-13075']","[['PM0-10001'], []]",[None],"[None, None]","[None, None]"
EG12625,b3543,dppB,,dipeptide ABC transporter membrane subunit DppB,P0AEF8,3704771,3705790,-,P,5.0,['TU00262'],"[['PM00546', 'PM00546', 'PM00546']]","['RPOD-MONOMER', None, None]",['IHF'],"['GcvB, Fnr']"
EG10312,b4313,fimE,"hyp,pilH",regulator for fimA,P0ADH7,4542037,4542633,+,P,10.0,['TU183'],"[['PM242', 'PM242', 'PM242', 'PM242']]","['RPOD-MONOMER', None, None, None]","['Lrp, LrhA']",['H-NS']
G7303,b2486,hyfF,,hydrogenase 4 component F,P77437,2606917,2608497,+,P,4.0,['TU686'],"[['PM787', 'PM787', 'PM787', 'PM787', 'PM787']]","['RPON-MONOMER', None, None, None, None]","['HyfR, FhlA-formate, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']",['Fnr']
G6546,b1040,csgD,,DNA-binding transcriptional dual regulator CsgD,P52106,1102546,1103196,-,P,9.0,"['TU0-45257', 'TU0-45201', 'TU0-14429', 'TU00392']","[['PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM0-46559'], ['PM0-46501', 'PM0-46501', 'PM0-46501'], ['PM0-9649', 'PM0-9649', 'PM0-9649'], ['PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM0-46559', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536', 'PM00536']]","['RPOS-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOS-MONOMER', None, None, 'RPOD-MONOMER', None, None, 'RPOS-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['BolA-phosphate, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, OmpR-P, IHF, MlrA, CsgD, Cra, BasR-Pasp51, RcdA, ppGpp', None, None, 'RcdA, BasR-Pasp51, Cra, MlrA, IHF, OmpR-P, CsgD, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","['RybB, RprA, RydC, OmrB, McaS, GcvB, OmrA, RcsAB, RstA-Pasp52, CpxR-phosphorylated, FliZ, MqsA, H-NS, phosphorylated DNA-binding transcriptional dual regulator BtsR', 'RstA-Pasp52, FliZ', 'FliZ, RstA-Pasp52', 'RybB, RydC, GcvB, RprA, McaS, OmrB, OmrA, phosphorylated DNA-binding transcriptional dual regulator BtsR, H-NS, MqsA, FliZ, RstA-Pasp52, CpxR-phosphorylated, RcsAB']"
EG12709,b1958,yedI,,DUF808 domain-containing inner membrane protein YedI,P46125,2028449,2029366,-,P,8.0,['TU0-13462'],[[]],[],[None],[None]
EG12325,b0136,yadK,,putative fimbrial protein YadK,P37016,151003,151599,-,P,1.0,['TU0-14300'],[[]],[],[None],[None]
G6133,b0258,ykfC,,CP4-6 prophage; PF00078 domain-containing protein YkfC,Q47688,272847,273992,+,P,7.0,['TU0-12863'],[[]],[],[None],[None]
EG10805,b4245,pyrB,,aspartate carbamoyltransferase catalytic subunit,P0A786,4471460,4472395,-,P,1.0,"['TU00485', 'TU00484']","[['PM00504'], ['PM00503', 'PM00503']]","[None, None, None]","[None, None]","[None, 'ppGpp']"
G6110,b0226,dinJ,sosA,antitoxin/DNA-binding transcriptional repressor DinJ,Q47150,246242,246502,-,P,1.0,['TU0-12849'],"[['PM0-10350', 'PM0-10350', 'PM0-10350']]","['RPOD-MONOMER', None, None]",['YgfI'],"['DinJ-YafQ, LexA']"
EG10822,b2218,rcsC,,RcsC-phospho-L-aspartate,,2317027,2319876,-,P,6.0,['TU00328'],[[]],[],[None],[None]
G6592,b1148,ymfM,sfiC,e14 prophage; cell division inhibitor YmfM,P75977,1203822,1204160,+,P,4.0,['TU0-13151'],[[]],[],[None],[None]
EG12027,b2158,yeiH,,PF03601 family inner membrane protein YeiH,P62723,2249717,2250766,+,P,3.0,['TU0-13542'],[[]],[],['Nac'],[None]
G7564,b3011,yqhD,,NADPH-dependent aldehyde reductase YqhD,Q46856,3155355,3156518,+,P,4.0,['TU0-13823'],"[['PM0-36133', 'PM0-36133', 'PM0-36133']]","['RPOD-MONOMER', None, None]","['DNA-binding transcriptional dual regulator Fur, YqhC']",[None]
G0-9382,b4585,chiX,"sroB,rybC,micM",small regulatory RNA ChiX,,507204,507287,+,R,2.0,['TU0-8522'],[['PM0-9627']],['RPOD-MONOMER'],[None],[None]
EG10958,b4062,soxS,,DNA-binding transcriptional dual regulator SoxS,P0A9E2,4277060,4277383,-,P,2.0,['TU00211'],"[['PM00297', 'PM00297', 'PM00297', 'PM00297', 'PM00297', 'PM00297', 'PM00297', 'PM00606', 'PM00606', 'PM00606', 'PM00606']]","['RPOD-MONOMER', None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None]",['SoxR'],"['MgrR, AcrR, DNA-binding transcriptional dual regulator Fur, Fnr, SoxS']"
EG11807,b1847,yebF,,secreted protein YebF,P33219,1930034,1930390,-,P,7.0,['TU0-13437'],[[]],[],['ppGpp'],[None]
G7302,b2485,hyfE,,hydrogenase 4 component E,P0AEW1,2606262,2606912,+,P,4.0,['TU686'],"[['PM787', 'PM787', 'PM787', 'PM787', 'PM787']]","['RPON-MONOMER', None, None, None, None]","['HyfR, FhlA-formate, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']",['Fnr']
G6453,b0868,ybjS,,putative epimerase YbjS,P75821,905740,906753,-,P,4.0,['TU0-13074'],[[]],[],[None],[None]
EG10217,b2316,accD,"dedB,usg",acetyl-CoA carboxyltransferase subunit &beta;,P0A9Q5,2433012,2433926,-,P,11.0,['TU00232'],"[['PM00526', 'PM00526']]","['RPOD-MONOMER', None]",['FadR'],['acetyl-CoA carboxyltransferase']
EG30106,b1231,tyrT,"tyrTalpha,supFsupO,Su-3,Su-4,su(c),suIII,supC",tRNA-Tyr(GUA),,1287538,1287622,-,R,7.0,['TU00511'],"[['PM00666', 'PM00666', 'PM00666', 'PM00666', 'PM00666']]","['RPOD-MONOMER', None, None, None, None]",['Fis'],['ppGpp']
EG12712,b2687,luxS,ygaG,<i>S</i>-ribosylhomocysteine lyase,P45578,2814218,2814733,-,P,5.0,"['TU0-36414', 'TU0-8849']","[['PM0-36173'], ['PM0-10300', 'PM0-10300']]","['RPOS-MONOMER', None, None]","[None, 'UvrY-Pasp54']","[None, 'CyaR']"
EG11581,b0801,hcxB,ybiC,hydroxycarboxylate dehydrogenase B,P30178,836351,837436,+,P,3.0,['TU0-13051'],[[]],[],[None],[None]
EG12359,b0719,ybgD,,putative fimbrial protein YbgD,P37909,752229,752795,-,P,4.0,['TU0-13033'],[[]],[],[None],[None]
G7588,b3050,yqiJ,,DUF1449 domain-containing inner membrane protein YqiJ,P76657,3192208,3192837,+,P,6.0,['TU0-13844'],[[]],[],[None],[None]
EG12035,b2171,yeiP,,elongation factor P-like protein YeiP,P0A6N8,2265450,2266022,+,P,3.0,['TU0-13547'],"[['PM0-36246', 'PM0-36246']]","[None, None]",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],[None]
EG12053,b2195,ccmG,"yejQ,dsbE",thiol:disulfide oxidoreductase CcmG,P0AA86,2292407,2292964,-,P,8.0,"['TU0-5261', 'TU363', 'TU00305']","[['PM0-5501'], ['PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM444'], ['PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125']]","['RPOD-MONOMER', 'RPOD-MONOMER', None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","[None, 'ModE-MoO42-, FlhDC', 'Fnr, ModE-MoO42-, NarP-Pasp59, FlhDC']","[None, 'NarL-Pasp59, NarP-Pasp59', 'NarL-Pasp59']"
EG12415,b2093,gatB,,galactitol-specific PTS enzyme IIB component,P37188,2174282,2174566,-,P,5.0,"['TU0-14638', 'TU00169']","[['PM0-10078'], ['PM00232', 'PM00232', 'PM00232', 'PM00232']]","[None, 'RPOD-MONOMER', None, None, None]","[None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","[None, 'GatR, ArcA-Pasp54']"
EG11758,b4167,nnr,yjeF,NAD(P)HX epimerase / NAD(P)HX dehydratase,P31806,4394066,4395613,+,P,11.0,"['TU802', 'TU801', 'TU00236']","[['PM964'], ['PM963'], ['PM962']]","['RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER']","[None, None, None]","[None, None, None]"
EG11988,b2109,yehB,,putative fimbrial usher protein YehB,P33341,2188430,2190910,-,P,2.0,['TU0-13516'],[[]],[],[None],[None]
EG10545,b0181,lpxA,,acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase,P0A722,202560,203348,+,P,2.0,"['TU0-8373', 'TU0-4146']","[['PM0-8756'], ['PM0-4386', 'PM0-4386', 'PM0-4386']]","['RPOE-MONOMER', 'RPOE-MONOMER', None, None]","[None, 'CpxR-phosphorylated, GadE']","[None, None]"
G7122,b2085,yegR,,uncharacterized protein YegR,P76406,2167989,2168306,-,P,2.0,['TU0-7744'],"[['PM0-10331', 'PM0-10331']]","['RPOD-MONOMER', None]",['EvgA-Pasp'],[None]
G0-16693,,gndA,,heat shock-induced protein GndA,P0DQD7,2100863,2101027,-,P,10.0,[],[],[],['EvgA-Pasp'],[None]
G7233,b2368,emrK,,tripartite efflux pump membrane fusion protein EmrK,P52599,2482176,2483339,-,P,6.0,['TU0-3101'],"[['PM0-3281', 'PM0-3281', 'PM0-7941', 'PM0-7941', 'PM0-7921', 'PM0-7921', 'PM0-3281']]","[None, None, 'RPOS-MONOMER', None, 'RPOD-MONOMER', None, None]","['EvgA-Pasp, Fnr']",[None]
EG11204,b3967,murI,"yijA,dga,glr",glutamate racemase,P22634,4165428,4166285,+,P,9.0,['TU0-6281'],"[['PM00494', 'PM00494', 'PM00494', 'PM00494']]","['RPOD-MONOMER', None, None, None]",[None],"['adenosylcobalamin, GadX']"
G0-17100,b4825,aspX,,small regulatory RNA AspX,,4366839,4366951,-,R,11.0,['TU0-52570'],[['PM0-46321']],[None],[None],[None]
EG12294,b3610,grxC,yibM,oxidized glutaredoxin 3,,3784191,3784442,-,P,6.0,"['TU0-42596', 'TU0-13996']","[['PM0-46345'], []]",['RPOD-MONOMER'],"[None, None]","[None, None]"
G7711,b3333,gspL,yheK,cryptic type II secretion system protein GspL,P45763,3463922,3465085,+,P,4.0,"['TU0-14374', 'TU0-14373', 'TU0-13913']","[['PM0-9514'], ['PM0-9513', 'PM0-9513', 'PM0-9513'], ['PM0-9512', 'PM0-9512', 'PM0-9512']]","[None, 'RPOD-MONOMER', None, None, 'RPOD-MONOMER', None, None]","[None, 'SlyA', None]","[None, 'H-NS', 'DNA-binding transcriptional dual regulator Fur, H-NS']"
G7713,b3344,tusC,yheM,sulfurtransferase complex subunit TusC,P45531,3474973,3475332,-,P,8.0,"['TU0-14661', 'TU0-13915']","[['PM0-10142'], ['PM0-10141']]","[None, None]","[None, None]","[None, None]"
G7596,b3073,patA,"oat,pat,ygjG",putrescine aminotransferase,P42588,3219494,3220873,+,P,2.0,"['TU0-45258', 'TU0-3341']","[['PM0-46561', 'PM0-46561', 'PM0-46561', 'PM0-46561', 'PM0-46561', 'PM0-3521', 'PM0-3521', 'PM0-3521', 'PM0-3521', 'PM0-3521', 'PM0-46561'], ['PM0-46561', 'PM0-46561', 'PM0-46561', 'PM0-46561', 'PM0-46561', 'PM0-3521', 'PM0-3521', 'PM0-3521', 'PM0-3521', 'PM0-3521', 'PM0-3521']]","['RPON-MONOMER', None, None, None, None, 'RPOS-MONOMER', None, None, None, None, None, 'RPON-MONOMER', None, None, None, None, 'RPOS-MONOMER', None, None, None, None, None]","['ppGpp, NtrC-Pasp', 'ppGpp, NtrC-Pasp']","[None, None]"
EG10582,b3939,metB,met-1,<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase,P00935,4128672,4129832,+,P,1.0,['TU0-3741'],"[['PM00490', 'PM00490', 'PM00490', 'PM00490', 'PM00490', 'PM00490', 'PM00490', 'PM00490', 'PM00490']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None]","['HypT-[Met-oxidized], PhoP-Pasp51']",['MetJ-SAM']
EG13270,b0875,aqpZ,bniP,water channel AqpZ,P60844,915352,916047,-,P,7.0,['TU0-1106'],[[]],[],[None],[None]
EG12870,b1322,ycjF,,DUF697 domain-containing inner membrane protein YcjF,P0A8R7,1385511,1386572,+,P,2.0,"['TU0-14473', 'TU0-13214']","[['PM0-9726', 'PM0-9726'], []]","['RPOH-MONOMER', None]","[None, None]","['PgrR', None]"
G6792,b1502,ydeQ,,putative fimbrial adhesin protein YdeQ,P77588,1586820,1587734,-,P,2.0,['TU0-13293'],[['PM0-9767']],[None],[None],[None]
EG10332,b4152,frdC,,fumarate reductase membrane protein FrdC,P0A8Q0,4379377,4379772,-,P,1.0,"['TU0-45225', 'TU00023']","[['PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM0-46523'], ['PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM0-46523', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030', 'PM00030']]","['RPOS-MONOMER', None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOS-MONOMER', None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","['DcuR-P, Fnr', 'Fnr, DcuR-P']","['NarL-Pasp59', 'NarL-Pasp59']"
EG10158,b0437,clpP,lopP,ATP-dependent Clp protease proteolytic subunit,P0A6G7,456677,457300,+,P,8.0,"['TU0-14490', 'TU00419', 'TU00251']","[['PM0-9744'], ['PM00569'], ['PM00339']]","['RPOH-MONOMER', None, 'RPOD-MONOMER']","[None, None, None]","[None, None, None]"
G7293,b2463,maeB,ypfF,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP<sup>+</sup>),P76558,2576098,2578377,-,P,1.0,['TU0-13637'],[[]],[],[None],[None]
G0-17090,b4815,ykfO,,protein YkfO,P0DUW0,234288,234320,+,P,,[],[],[],[None],[None]
G7436,b2770,ygcR,,putative flavoprotein,Q46908,2895776,2896555,-,P,11.0,['TU0-13729'],[[]],[],[None],[None]
EG11942,b4067,actP,yjcG,acetate/glycolate:cation symporter,P32705,4283253,4284902,-,P,8.0,"['TU0-45241', 'TU0-14786', 'TU0-3723', 'TU0-3721']","[['PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM0-46541'], ['PM0-10473'], ['PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM0-3923'], ['PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-46541', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3923', 'PM0-3921', 'PM0-3921', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM00280', 'PM0-3921']]","['RPOS-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPON-MONOMER', 'RPOS-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOS-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator', None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator', None]","['Fis, IHF', None, 'Fis, IHF', 'Fis, IHF']"
G6104,b0220,ivy,ykfE,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme",P0AD59,240343,240816,+,P,7.0,['TU0-8840'],[[]],[],['Nac'],[None]
G6629,b1202,ycgV,,putative autotransporter adhesin YcgV,P76017,1253085,1255952,-,P,8.0,['TU0-13178'],[[]],[],['Nac'],['GlaR']
EG11093,b0389,yaiA,,protein YaiA,P0AAN5,406979,407170,+,P,5.0,"['TU0-42568', 'TU0-14546', 'TU00011']","[['PM0-46322'], ['PM0-9829'], ['PM00013', 'PM00013', 'PM00013', 'PM00013', 'PM00013', 'PM00013']]","[None, None, 'RPOD-MONOMER', None, None, None, None, None]","[None, 'ppGpp', None]","[None, None, 'TyrR-tyr, TrpR-trp']"
G6536,b1029,ycdU,,uncharacterized protein YcdU,P75910,1095843,1096829,+,P,4.0,['TU0-13118'],[[]],[],[None],[None]
EG10049,b0980,appA,,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,P07102,1040617,1041915,+,P,8.0,"['TU0-45265', 'TU00461', 'TU00097']","[['PM0-46567', 'PM0-46567', 'PM0-46567', 'PM0-46567', 'PM00138', 'PM00138', 'PM00138'], ['PM00616'], ['PM00138', 'PM00138', 'PM00138', 'PM00138', 'PM0-46567', 'PM0-46567', 'PM0-46567']]","['RPOS-MONOMER', None, None, None, 'RPOD-MONOMER', None, None, None, 'RPOD-MONOMER', None, None, None, 'RPOS-MONOMER', None, None]","['ArcA-Pasp54, AppY, YdeO', None, 'YdeO, AppY, ArcA-Pasp54']","[None, None, None]"
G6758,b1447,ydcZ,,putative transport protein YdcZ,P76111,1517882,1518331,-,P,11.0,['TU0-13271'],[[]],[],[None],[None]
EG11089,b0122,yacC,,putative lipoprotein YacC,P0AA95,136570,136917,-,P,1.0,['TU00359'],[['PM0-7801']],['RPOD-MONOMER'],[None],[None]
EG12034,b2170,setB,yeiO,sugar exporter SetB,P33026,2263863,2265044,+,P,1.0,['TU0-14239'],[[]],[],[None],[None]
EG11296,b4389,radA,sms,DNA recombination protein,P24554,4625912,4627294,+,P,3.0,"['TU0-14225', 'TU0-6514']","[[], ['PM00509']]",[None],"[None, None]","[None, None]"
G6715,b1394,paaG,ydbT,"putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",P77467,1458264,1459052,+,P,4.0,['TU5'],"[['PM5', 'PM5', 'PM5', 'PM5', 'PM5', 'PM5', 'PM4', 'PM4', 'PM4', 'PM5']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None]","['YgfI, SlyA, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, IHF']","['DNA-binding transcriptional dual regulator Fur, PaaX']"
EG11864,b3900,frvA,yiiK,putative PTS enzyme IIA component FrvA,P32155,4092377,4092823,-,P,6.0,['TU0-14075'],[[]],[],[None],[None]
EG11435,b1530,marR,"cfxB,inaR,soxQ",DNA-binding transcriptional repressor MarR,P27245,1619120,1619554,+,P,6.0,['TU00190'],"[['PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265', 'PM00265']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None]","['CpxR-phosphorylated, MarA, SoxS, Fis, Rob, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']","['AcrR, Cra, MarR']"
EG12658,b3026,qseC,ygiY,QseC-<i>N</i>-phospho-L-histidine,,3170484,3171833,+,P,4.0,"['TU-8394', 'TU-8387']","[['PM-8777'], ['PM0-45592', 'PM0-45592', 'PM0-45592', 'PM0-45592']]","['RPOD-MONOMER', None, None, None, None]","[None, 'QseB-Pasp51, BasR-Pasp51']","[None, None]"
G0-10616,b4655,ythA,,KpLE2 phage-like element; uncharacterized protein YthA,A8DYQ1,4506448,4506573,+,P,,[],[],[],"[None, 'QseB-Pasp51, BasR-Pasp51']","[None, None]"
G0-17098,b4824,ytjE,,protein YtjE,P0DV23,4640718,4640771,+,P,,[],[],[],"[None, 'QseB-Pasp51, BasR-Pasp51']","[None, None]"
