,genes_name,genes_id,product,locus_tag
3006,rimL,EG10853,,b1427
3007,rimL,EG10853,ribosomal-protein-L12-serine N-acetyltransferase,b1427
3008,ydcK,G6741,,b1428
3009,ydcK,G6741,putative acyltransferase YdcK,b1428
3010,tehA,EG11883,,b1429
3011,tehA,EG11883,tellurite resistance protein,b1429
3012,tehB,EG11884,,b1430
3013,tehB,EG11884,tellurite methyltransferase,b1430
3014,ydcL,G6742,,b1431
3015,ydcL,G6742,DUF3313 domain-containing lipoprotein YdcL,b1431
3016,yncK,G0-10557,,b4578
3017,insQ,G6743,,b1432
3018,insQ,G6743,putative RNA-guided DNA endonuclease InsQ,b1432
3019,ydcO,G6744,,b1433
3020,ydcO,G6744,putative transport protein YdcO,b1433
3021,sutR,G6745,,b1434
3022,sutR,G6745,DNA-binding transcriptional dual regulator SutR,b1434
3023,rlhA,G6746,,b1435
3024,rlhA,G6746,23S rRNA 5-hydroxycytidine C2501 synthase,b1435
3025,yncJ,G6747,,b1436
3026,yncJ,G6747,DUF2554 domain-containing protein YncJ,b1436
3027,hicA,G0-10451,,b4532
3028,hicA,G0-10451,mRNA interferase toxin HicA,b4532
3029,hicB,G6749,,b1438
3030,hicB,G6749,antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB,b1438
3031,ydcR,G6750,,b1439
3032,ydcR,G6750,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR,b1439
3033,ydcS,G6751,,b1440
3034,ydcS,G6751,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,b1440
3035,ydcT,G6752,,b1441
3036,ydcT,G6752,putative ABC transporter ATP-binding protein YdcT,b1441
3037,ydcU,G6753,,b1442
3038,ydcU,G6753,putative ABC transporter membrane subunit YdcU,b1442
3039,ydcV,G6754,,b1443
3040,ydcV,G6754,putative ABC transporter membrane subunit YdcV,b1443
3041,patD,G6755,,b1444
3042,patD,G6755,gamma-aminobutyraldehyde dehydrogenase,b1444
3043,yncL,G0-8887,,b4598
3044,yncL,G0-8887,uncharacterized protein YncL,b4598
3045,ortT,G6756,,b1445
3046,ortT,G6756,orphan toxin OrtT,b1445
3047,ydcY,G6757,,b1446
3048,ydcY,G6757,DUF2526 domain-containing protein YdcY,b1446
3049,ydcZ,G6758,,b1447
3050,ydcZ,G6758,putative inner membrane protein YdcZ,b1447
3051,mnaT,G6759,,b1448
3052,mnaT,G6759,L-amino acid N-acyltransferase,b1448
3053,curA,G6760,,b1449
3054,curA,G6760,NADPH-dependent curcumin/dihydrocurcumin reductase,b1449
3055,mcbR,G6761,,b1450
3056,mcbR,G6761,DNA-binding transcriptional dual regulator McbR,b1450
3057,yncD,G6762,,b1451
3058,yncD,G6762,putative TonB-dependent outer membrane receptor,b1451
3059,yncE,G6763,,b1452
3060,yncE,G6763,PQQ-like domain-containing protein YncE,b1452
3061,ansP,G6764,,b1453
3062,ansP,G6764,L-asparagine transporter,b1453
3063,yncG,G6765,,b1454
3064,yncG,G6765,putative glutathione S-transferase YncG,b1454
3065,yncH,G6766,,b1455
3066,yncH,G6766,DUF5445 domain-containing protein YncH,b1455
3067,rhsE,EG10010,,b1456
3068,ydcD,EG11760,,b1457
3069,ydcD,EG11760,uncharacterized protein YdcD,b1457
3070,yncO,G0-16739,,b4745
3071,yncO,G0-16739,protein YncO,b4745
3072,yncI,G6767,,b1459
3073,ydcC,EG11526,,b1460
3074,ydcC,EG11526,H repeat-associated putative transposase YdcC,b1460
3075,pptA,EG11761,,b1461
3076,pptA,EG11761,tautomerase PptA,b1461
3077,yddH,G6769,,b1462
3078,yddH,G6769,flavin reductase-like protein YddH,b1462
3079,nhoA,G6770,,b1463
3080,nhoA,G6770,arylamine N-acetyltransferase,b1463
3081,yddE,EG11825,,b1464
3082,yddE,EG11825,PF02567 family protein YddE,b1464
3083,narV,EG10644,,b1465
3084,narV,EG10644,nitrate reductase Z subunit gamma,b1465
3085,narW,EG10645,,b1466
3086,narW,EG10645,"NarW, putative private chaperone for NarZ nitrate reductase subunit",b1466
3087,narY,EG10647,,b1467
3088,narY,EG10647,nitrate reductase Z subunit beta,b1467
3089,narZ,EG10648,,b1468
3090,narZ,EG10648,nitrate reductase Z subunit alpha,b1468
3091,narU,EG12153,,b1469
3092,narU,EG12153,nitrate/nitrite transporter NarU,b1469
3093,yddJ,G6771,,b1470
3094,yddK,G6772,,b1471
3095,yddK,G6772,leucine-rich repeat domain-containing protein YddK,b1471
3096,yddL,G6773,,b1472
3097,yddL,G6773,putative uncharacterized protein YddL,b1472
3098,yddG,EG12713,,b1473
3099,yddG,EG12713,amino acid exporter YddG,b1473
3100,fdnG,EG11227,,b1474
3101,fdnG,EG11227,formate dehydrogenase N subunit alpha,b1474
3102,fdnH,EG11228,,b1475
3103,fdnH,EG11228,formate dehydrogenase N subunit beta,b1475
3104,fdnI,EG11229,,b1476
3105,fdnI,EG11229,formate dehydrogenase N subunit gamma,b1476
3106,yddM,G6774,,b1477
3107,yddM,G6774,DNA-binding transcriptional regulator YddM,b1477
3108,adhP,G6775,,b1478
3109,adhP,G6775,ethanol dehydrogenase/alcohol dehydrogenase,b1478
3110,maeA,EG10948,,b1479
3111,maeA,EG10948,malate dehydrogenase (oxaloacetate-decarboxylating),b1479
3112,sra,EG11508,,b1480
3113,sra,EG11508,ribosome-associated protein Sra,b1480
3114,bdm,G6776,,b1481
3115,bdm,G6776,biofilm-dependent modulation protein,b1481
3116,osmC,EG10680,,b1482
3117,osmC,EG10680,osmotically inducible peroxiredoxin OsmC,b1482
3118,ddpF,G6777,,b1483
3119,ddpF,G6777,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF",b1483
3120,ddpD,G6778,,b1484
3121,ddpD,G6778,"putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD",b1484
3122,ddpC,G6779,,b1485
3123,ddpC,G6779,"putative D,D-dipeptide ABC transporter membrane subunit DdpC",b1485
3124,ddpB,G6780,,b1486
3125,ddpB,G6780,"putative D,D-dipeptide ABC transporter membrane subunit DdpB",b1486
3126,ddpA,G6781,,b1487
3127,ddpA,G6781,"putative D,D-dipeptide ABC transporter periplasmic binding protein",b1487
3128,ddpX,G6782,,b1488
3129,ddpX,G6782,D-alanyl-D-alanine dipeptidase,b1488
3130,dosP,G6783,,b1489
3131,dosP,G6783,oxygen-sensing c-di-GMP phosphodiesterase DosP,b1489
3132,dosC,G6784,,b1490
3133,dosC,G6784,diguanylate cyclase DosC,b1490
3134,yddY,G0-16740,,b4746
3135,yddY,G0-16740,protein YddY,b4746
3136,digH,G6785,,b1491
3137,digH,G6785,divisome localized glycosyl hydrolase,b1491
3138,gadC,G6786,,b1492
3139,gadC,G6786,L-glutamate:4-aminobutyrate antiporter,b1492
3140,gadB,EG11490,,b1493
3141,gadB,EG11490,glutamate decarboxylase B,b1493
3142,pqqL,EG11744,,b1494
3143,pqqL,EG11744,periplasmic metalloprotease,b1494
3144,yddB,EG11743,,b1495
3145,yddB,EG11743,putative TonB-dependent receptor YddB,b1495
3146,yddA,EG11742,,b1496
3147,yddA,EG11742,ABC transporter family protein YddA,b1496
3148,yneP,G0-16741,,b4747
3149,yneP,G0-16741,protein YneP,b4747
3150,ydeM,G6787,,b1497
3151,ydeM,G6787,putative anaerobic sulfatase maturation enzyme YdeM,b1497
3152,ydeN,G6788,,b1498
3153,ydeN,G6788,putative sulfatase YdeN,b1498
3154,ydeO,G6789,,b1499
3155,ydeO,G6789,DNA-binding transcriptional dual regulator YdeO,b1499
3156,safA,G6790,,b1500
3157,safA,G6790,two-component system connector SafA,b1500
3158,ydeP,G6791,,b1501
3159,ydeP,G6791,putative oxidoreductase YdeP,b1501
3160,ydeQ,G6792,,b1502
3161,ydeQ,G6792,putative fimbrial adhesin protein YdeQ,b1502
3162,ydeR,G6793,,b1503
3163,ydeR,G6793,putative fimbrial protein YdeR,b1503
3164,ydeS,G6794,,b1504
3165,ydeS,G6794,putative fimbrial protein YdeS,b1504
3166,ydeT,G6795,,b1505
3167,ydeT,G6795,fimbrial usher domain-containing protein YdeT,b1505
3168,yneL,G6796,,b1506
3169,hipA,EG10443,,b1507
3170,hipA,EG10443,serine/threonine-protein kinase toxin HipA,b1507
3171,hipB,EG10442,,b1508
3172,hipB,EG10442,antitoxin/DNA-binding transcriptional repressor HipB,b1508
3173,yneO,EG11780,,b4696
3174,lsrK,G6798,,b1511
3175,lsrK,G6798,autoinducer-2 kinase,b1511
3176,lsrR,G6799,,b1512
3177,lsrR,G6799,DNA-binding transcriptional repressor LsrR,b1512
3178,lsrA,G6800,,b1513
3179,lsrA,G6800,Autoinducer-2 ABC transporter ATP binding subunit,b1513
3180,lsrC,G6801,,b1514
3181,lsrC,G6801,Autoinducer-2 ABC transporter membrane subunit LsrC,b1514
3182,lsrD,G6802,,b1515
3183,lsrD,G6802,Autoinducer-2 ABC transporter membrane subunit LsrD,b1515
3184,lsrB,G6803,,b1516
3185,lsrB,G6803,Autoinducer-2 ABC transporter periplasmic binding protein,b1516
3186,lsrF,G6804,,b1517
3187,lsrF,G6804,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",b1517
3188,lsrG,G6805,,b1518
3189,lsrG,G6805,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase",b1518
3190,tam,G6806,,b1519
3191,tam,G6806,trans-aconitate 2-methyltransferase,b1519
3192,yneE,G6807,,b1520
3193,yneE,G6807,PF01062 family inner membrane protein YneE,b1520
3194,uxaB,EG11065,,b1521
3195,uxaB,EG11065,tagaturonate reductase,b1521
3196,dgcF,G6808,,b1522
3197,dgcF,G6808,putative diguanylate cyclase DgcF,b1522
3198,yneG,G6809,,b1523
3199,yneG,G6809,DUF4186 domain-containing protein YneG,b1523
3200,glsB,G6810,,b1524
3201,glsB,G6810,glutaminase 2,b1524
3202,sad,G6811,,b1525
3203,sad,G6811,succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad,b1525
3204,yneJ,G6812,,b1526
3205,yneJ,G6812,putative DNA-binding transcriptional regulator YneJ,b1526
3206,yneK,G6813,,b1527
3207,yneK,G6813,protein YneK,b1527
3208,ydeA,EG11636,,b1528
3209,ydeA,EG11636,L-arabinose exporter,b1528
3210,marC,EG11637,,b1529
3211,marC,EG11637,inner membrane protein MarC,b1529
3212,marR,EG11435,,b1530
3213,marR,EG11435,DNA-binding transcriptional repressor MarR,b1530
3214,marA,EG11434,,b1531
3215,marA,EG11434,DNA-binding transcriptional dual regulator MarA,b1531
3216,marB,EG11599,,b1532
3217,marB,EG11599,multiple antibiotic resistance protein MarB,b1532
3218,eamA,EG11639,,b1533
3219,eamA,EG11639,cysteine/O-acetylserine exporter EamA,b1533
3220,ydeE,EG11640,,b1534
3221,ydeE,EG11640,dipeptide exporter,b1534
3222,mgtS,G0-8892,,b4599
3223,mgtS,G0-8892,small protein MgtS,b4599
3224,mgtT,G0-17021,,b4775
3225,mgtT,G0-17021,protein MgtT,b4775
3226,mgrR,G0-10671,,b4698
3227,mgrR,G0-10671,small regulatory RNA MgrR,b4698
3228,dgcZ,EG11643,,b1535
3229,dgcZ,EG11643,diguanylate cyclase DgcZ,b1535
3230,ydeI,EG11644,,b1536
3231,ydeI,EG11644,BOF family protein YdeI,b1536
3232,ydeJ,EG11645,,b1537
3233,ydeJ,EG11645,PF02464 family protein YdeJ,b1537
3234,dcp,EG10212,,b1538
3235,dcp,EG10212,peptidyl-dipeptidase Dcp,b1538
3236,ydfG,EG12345,,b1539
3237,ydfG,EG12345,3-hydroxy acid dehydrogenase YdfG,b1539
3238,rspR,G6814,,b1540
3239,rspR,G6814,DNA-binding transcriptional repressor RspR,b1540
3240,ydfZ,G6815,,b1541
3241,ydfZ,G6815,putative selenoprotein YdfZ,b1541
3242,ydfI,G6816,,b1542
3243,ydfI,G6816,putative oxidoreductase YdfI,b1542
3244,ydfJ,G6817,,b1543
3245,ydfJ,G6817,putative transporter YdfJ,b1543
3246,ynfT,G0-16742,,b4748
3247,ynfT,G0-16742,protein YnfT,b4748
3248,ydfK,G6818,,b1544
3249,ydfK,G6818,cold shock protein YdfK,b1544
3250,pinQ,G6819,,b1545
3251,pinQ,G6819,putative recombinase PinQ,b1545
3252,tfaQ,G6820,,b1546
3253,tfaQ,G6820,putative tail fiber assembly protein TfaQ,b1546
3254,stfQ,G6821,,b1547
3255,stfQ,G6821,putative prophage side tail fiber protein StfQ,b1547
3256,nohA,EG11634,,b1548
3257,nohA,EG11634,putative prophage DNA-packaging protein NohA,b1548
3258,ynfO,G0-10452,,b4533
3259,ynfO,G0-10452,DUF3950 domain-containing protein YnfO,b4533
3260,ydfO,G6822,,b1549
3261,ydfO,G6822,DUF1398 domain-containing protein YdfO,b1549
3262,gnsB,G6823,,b1550
3263,gnsB,G6823,protein GnsB,b1550
3264,ynfN,G6824,,b1551
3265,ynfN,G6824,protein YnfN,b1551
3266,ynfR,G0-16743,,b4749
3267,ynfR,G0-16743,protein YnfR,b4749
3268,ynfQ,G0-16689,,b4724
3269,ynfQ,G0-16689,protein YnfQ,b4724
3270,cspI,G6825,,b1552
3271,cspI,G6825,cold shock-like protein CspI,b1552
3272,rzpQ,G6826,,b1553
3273,rzpQ,G6826,DUF2514 domain-containing protein RzpQ,b1553
3274,rzoQ,G0-16675,,b4689
3275,rzoQ,G0-16675,putative lipoprotein RzoQ,b4689
3276,rrrQ,G6827,,b1554
3277,rrrQ,G6827,putative lysozyme,b1554
3278,ydfR,G6828,,b1555
3279,ydfR,G6828,protein YdfR,b1555
3280,essQ,G6829,,b1556
3281,essQ,G6829,putative prophage lysis protein EssQ,b1556
3282,ynfU,G0-17022,,b4776
3283,ynfU,G0-17022,putative zinc-binding protein YnfU,b4776
3284,cspB,EG12203,,b1557
3285,cspB,EG12203,cold shock-like protein CspB,b1557
3286,cspF,EG12205,,b1558
3287,cspF,EG12205,cold shock-like protein CspF,b1558
3288,ynfS,G0-16744,,b4750
3289,ynfS,G0-16744,protein YnfS,b4750
3290,ydfT,G6830,,b1559
3291,ydfT,G6830,putative antitermination protein Q,b1559
3292,ydfU,G6831,,b1560
3293,ydfU,G6831,protein YdfU,b1560
3294,rem,EG11129,,b1561
3295,rem,EG11129,protein Rem,b1561
3296,hokD,EG11130,,b1562
3297,hokD,EG11130,toxic protein HokD,b1562
3298,relE,EG11131,,b1563
3299,relE,EG11131,mRNA interferase toxin RelE,b1563
3300,relB,EG10836,,b1564
3301,relB,EG10836,antitoxin/DNA-binding transcriptional repressor RelB,b1564
3302,ydfV,G6832,,b1565
3303,ydfV,G6832,protein YdfV,b1565
3304,flxA,G6833,,b1566
3305,flxA,G6833,PF14282 family protein FlxA,b1566
3306,ydfW,G6834,,b1567
3307,ydfW,G6834,protein YdfW,b1567
3308,ydfX,G6835,,b1568
3309,ydfX,G6835,protein YdfX,b1568
3310,dicC,EG10228,,b1569
3311,dicC,EG10228,putative DNA-binding transcriptional regulator DicC,b1569
3312,dicA,EG10226,,b1570
3313,dicA,EG10226,DNA-binding transcriptional dual regulator DicA,b1570
3314,ydfA,EG11300,,b1571
3315,ydfA,EG11300,DUF1391 domain-containing protein YdfA,b1571
3316,ydfB,EG11301,,b1572
3317,ydfB,EG11301,uncharacterized protein YdfB,b1572
3318,ydfC,EG11302,,b1573
3319,ydfC,EG11302,uncharacterized protein YdfC,b1573
3320,dicF,EG31115,,b1574
3321,dicF,EG31115,small regulatory RNA DicF,b1574
3322,dicB,EG10227,,b1575
3323,dicB,EG10227,cell division inhibition protein DicB,b1575
3324,ydfD,EG11303,,b1576
3325,ydfD,EG11303,lysis protein,b1576
3326,ydfE,EG11304,,b1577
3327,insD7,G6836,,b1578
3328,intQ,G6837,,b1579
3329,ynfP,G0-10559,,b4534
3330,ynfP,G0-10559,protein YnfP,b4534
3331,rspB,G6838,,b1580
3332,rspB,G6838,putative zinc-binding dehydrogenase RspB,b1580
3333,rspA,G6839,,b1581
3334,rspA,G6839,mandelate racemase/muconate lactonizing enzyme family protein RspA,b1581
3335,ynfA,G6840,,b1582
3336,ynfA,G6840,putative transporter YnfA,b1582
3337,ynfB,G6841,,b1583
3338,ynfB,G6841,DUF1283 domain-containing protein YnfB,b1583
3339,speG,G6842,,b1584
3340,speG,G6842,spermidine N-acetyltransferase,b1584
3341,ynfC,G6843,,b1585
3342,ynfC,G6843,PF06788 family lipoprotein YnfC,b1585
3343,ynfD,G6844,,b1586
3344,ynfD,G6844,DUF1161 domain-containing protein YnfD,b1586
3345,ynfE,G6845,,b1587
3346,ynfE,G6845,putative selenate reductase YnfE,b1587
3347,ynfF,G6846,,b1588
3348,ynfF,G6846,putative selenate reductase YnfF,b1588
3349,ynfG,G6847,,b1589
3350,ynfG,G6847,putative oxidoreductase YnfG,b1589
3351,ynfH,G6848,,b1590
3352,ynfH,G6848,putative menaquinol dehydrogenase,b1590
3353,dmsD,G6849,,b1591
3354,dmsD,G6849,redox enzyme maturation protein DmsD,b1591
3355,clcB,G6850,,b1592
3356,clcB,G6850,putative chloride:H(+) antiporter ClcB,b1592
3357,bidA,G6851,,b1593
3358,bidA,G6851,dethiobiotin synthetase BidA,b1593
3359,mlc,G6852,,b1594
3360,mlc,G6852,DNA-binding transcriptional repressor Mlc,b1594
3361,ynfL,G6853,,b1595
3362,ynfL,G6853,putative DNA-binding transcriptional regulator YnfL,b1595
3363,ynfM,G6854,,b1596
3364,ynfM,G6854,putative transporter YnfM,b1596
3365,asr,G6855,,b1597
3366,asr,G6855,periplasmic chaperone Asr,b1597
3367,ydgU,G0-10593,,b4601
3368,ydgU,G0-10593,uncharacterized protein YdgU,b4601
3369,ydgD,G6856,,b1598
3370,ydgD,G6856,putative serine protease YdgD,b1598
3371,mdtI,G6857,,b1599
3372,mdtI,G6857,multidrug/spermidine efflux pump membrane subunit MdtI,b1599
3373,mdtJ,G6858,,b1600
3374,mdtJ,G6858,multidrug/spermidine efflux pump membrane subunit MdtJ,b1600
3375,mdtU,G0-17023,,b4777
3376,mdtU,G0-17023,protein MdtU,b4777
3377,tqsA,G6859,,b1601
3378,tqsA,G6859,autoinducer 2 exporter,b1601
3379,pntB,EG10745,,b1602
3380,pntB,EG10745,pyridine nucleotide transhydrogenase subunit beta,b1602
3381,pntA,EG10744,,b1603
3382,pntA,EG10744,pyridine nucleotide transhydrogenase subunit alpha,b1603
3383,ydgH,G6860,,b1604
3384,ydgH,G6860,DUF1471 domain-containing protein YdgH,b1604
3385,ydgI,G6861,,b1605
3386,ydgI,G6861,putative arginine:ornithine antiporter,b1605
3387,folM,G6862,,b1606
3388,folM,G6862,dihydromonapterin reductase,b1606
3389,ydgC,G6863,,b1607
3390,ydgC,G6863,GlpM family protein,b1607
3391,rstA,G6864,,b1608
3392,rstA,G6864,DNA-binding transcriptional regulator RstA,b1608
3393,rstB,EG11233,,b1609
3394,rstB,EG11233,sensory histidine kinase RstB,b1609
3395,tus,EG11038,,b1610
3396,tus,EG11038,DNA replication terminus site-binding protein,b1610
3397,fumC,EG10358,,b1611
3398,fumC,EG10358,fumarase C,b1611
3399,fumA,EG10356,,b1612
3400,fumA,EG10356,fumarase A,b1612
3401,manA,EG10566,,b1613
3402,manA,EG10566,mannose-6-phosphate isomerase,b1613
3403,ydgA,G6865,,b1614
3404,ydgA,G6865,DUF945 domain-containing protein YdgA,b1614
3405,uidC,G6866,,b1615
3406,uidC,G6866,outer membrane porin family protein UidC,b1615
3407,uidB,EG11658,,b1616
3408,uidB,EG11658,glucuronide:H(+) symporter,b1616
3409,uidA,EG11055,,b1617
3410,uidA,EG11055,beta-glucuronidase,b1617
3411,uidR,G6867,,b1618
3412,uidR,G6867,DNA-binding transcriptional repressor UidR,b1618
3413,hdhA,EG10425,,b1619
3414,hdhA,EG10425,7-alpha-hydroxysteroid dehydrogenase,b1619
3415,malI,EG10557,,b1620
3416,malI,EG10557,DNA-binding transcriptional repressor MalI,b1620
3417,malX,EG10563,,b1621
3418,malX,EG10563,PTS enzyme IIBC component MalX,b1621
3419,malY,EG10564,,b1622
3420,malY,EG10564,negative regulator of MalT activity/cystathionine beta-lyase,b1622
3421,add,EG10030,,b1623
3422,add,EG10030,adenosine deaminase,b1623
3423,ydgJ,G6868,,b1624
3424,ydgJ,G6868,putative oxidoreductase YdgJ,b1624
3425,blr,G0-9561,,b4409
3426,blr,G0-9561,beta-lactam resistance protein,b4409
3427,cnu,G6869,,b1625
3428,cnu,G6869,H-NS- and StpA-binding protein,b1625
3429,ydgK,G6870,,b1626
3430,ydgK,G6870,DUF2569 domain-containing inner membrane protein YdgK,b1626
3431,rsxA,G6871,,b1627
3432,rsxA,G6871,SoxR [2Fe-2S] reducing system protein RsxA,b1627
3433,rsxB,G6872,,b1628
3434,rsxB,G6872,SoxR [2Fe-2S] reducing system protein RsxB,b1628
3435,rsxC,G6873,,b1629
3436,rsxC,G6873,SoxR [2Fe-2S] reducing system protein RsxC,b1629
3437,rsxD,G6874,,b1630
3438,rsxD,G6874,SoxR [2Fe-2S] reducing system protein RsxD,b1630
3439,rsxG,G6875,,b1631
3440,rsxG,G6875,SoxR [2Fe-2S] reducing system protein RsxG,b1631
3441,rsxE,G6876,,b1632
3442,rsxE,G6876,SoxR [2Fe-2S] reducing system protein RsxE,b1632
3443,nth,EG10662,,b1633
3444,nth,EG10662,endonuclease III,b1633
3445,dtpA,G6877,,b1634
3446,dtpA,G6877,dipeptide/tripeptide:H(+) symporter DtpA,b1634
3447,gstA,G6878,,b1635
3448,gstA,G6878,glutathione S-transferase GstA,b1635
3449,pdxY,G6879,,b1636
3450,pdxY,G6879,pyridoxal kinase 2,b1636
3451,tyrS,EG11043,,b1637
3452,tyrS,EG11043,tyrosine--tRNA ligase,b1637
3453,pdxH,EG11487,,b1638
3454,pdxH,EG11487,pyridoxine/pyridoxamine 5'-phosphate oxidase,b1638
3455,mliC,EG11488,,b1639
3456,mliC,EG11488,"inhibitor of c-type lysozyme, putative lipoprotein",b1639
3457,anmK,G6880,,b1640
3458,anmK,G6880,anhydro-N-acetylmuramic acid kinase,b1640
3459,slyB,G6881,,b1641
3460,slyB,G6881,outer membrane lipoprotein SlyB,b1641
3461,slyA,G6882,,b1642
3462,slyA,G6882,DNA-binding transcriptional dual regulator SlyA,b1642
3463,ydhI,G6883,,b1643
3464,ydhI,G6883,DUF1656 domain-containing protein YdhI,b1643
3465,ydhJ,G6884,,b1644
3466,ydhJ,G6884,putative membrane fusion protein YdhJ,b1644
3467,ydhK,G6885,,b1645
3468,ydhK,G6885,putative transporter YdhK,b1645
3469,sodC,G6886,,b1646
3470,sodC,G6886,superoxide dismutase (Cu-Zn),b1646
3471,ydhF,G6887,,b1647
3472,ydhF,G6887,putative oxidoreductase YdhF,b1647
3473,ydhL,G6888,,b1648
3474,ydhL,G6888,DUF1289 domain-containing protein YdhL,b1648
3475,nemR,G6889,,b1649
3476,nemR,G6889,DNA-binding transcriptional repressor NemR,b1649
3477,nemA,G6890,,b1650
3478,nemA,G6890,N-ethylmaleimide reductase,b1650
3479,gloA,G6891,,b1651
3480,gloA,G6891,lactoylglutathione lyase,b1651
3481,rnt,EG11547,,b1652
3482,rnt,EG11547,ribonuclease T,b1652
3483,lhr,EG11548,,b1653
3484,lhr,EG11548,ATP-dependent helicase Lhr,b1653
3485,grxD,EG12181,,b1654
3486,grxD,EG12181,glutaredoxin 4,b1654
3487,mepH,G6892,,b1655
3488,mepH,G6892,"peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase MepH",b1655
3489,sodB,EG10954,,b1656
3490,sodB,EG10954,superoxide dismutase (Fe),b1656
3491,ydhP,G6893,,b1657
3492,ydhP,G6893,putative transporter YdhP,b1657
3493,cydH,G0-10594,,b4602
3494,cydH,G0-10594,cytochrome bd-I accessory subunit CydH,b4602
3495,purR,EG10800,,b1658
3496,purR,EG10800,DNA-binding transcriptional repressor PurR,b1658
3497,punR,EG12140,,b1659
3498,punR,EG12140,DNA-binding transcriptional activator PunR,b1659
3499,punC,EG12141,,b1660
3500,punC,EG12141,purine nucleoside transporter PunC,b1660
3501,cfa,EG11531,,b1661
3502,cfa,EG11531,cyclopropane fatty acyl phospholipid synthase,b1661
3503,ribC,EG11406,,b1662
3504,ribC,EG11406,riboflavin synthase,b1662
3505,mdtK,EG12400,,b1663
3506,mdtK,EG12400,multidrug efflux pump MdtK,b1663
3507,ydhQ,G6894,,b1664
3508,ydhQ,G6894,putative adhesin-related protein YdhQ,b1664
3509,valV,EG30111,,b1665
3510,valV,EG30111,tRNA-Val,b1665
3511,valW,EG30112,,b1666
3512,valW,EG30112,tRNA-Val,b1666
3513,ydhR,G6895,,b1667
3514,ydhR,G6895,putative monooxygenase YdhR,b1667
3515,ydhS,G6896,,b1668
3516,ydhS,G6896,FAD/NAD(P) binding domain-containing protein YdhS,b1668
3517,ydhT,G6897,,b1669
3518,ydhT,G6897,uncharacterized protein YdhT,b1669
3519,ydhU,G6898,,b1670
3520,ydhU,G6898,putative cytochrome YdhU,b1670
3521,ydhX,G6899,,b1671
3522,ydhX,G6899,putative 4Fe-4S ferredoxin-like protein YdhX,b1671
3523,ydhW,G6900,,b1672
3524,ydhW,G6900,uncharacterized protein YdhW,b1672
3525,ydhV,G6901,,b1673
3526,ydhV,G6901,putative oxidoreductase YdhV,b1673
3527,ydhY,G6902,,b1674
3528,ydhY,G6902,putative 4Fe-4S ferredoxin-like protein YdhY,b1674
3529,fumD,G6903,,b1675
3530,fumD,G6903,fumarase D,b1675
3531,ynhH,G0-17092,,b4817
3532,ynhH,G0-17092,protein YnhH,b4817
3533,pykF,EG10804,,b1676
3534,pykF,EG10804,pyruvate kinase 1,b1676
3535,lpp,EG10544,,b1677
3536,lpp,EG10544,murein lipoprotein,b1677
3537,ldtE,G6904,,b1678
3538,ldtE,G6904,"L,D-transpeptidase LdtE",b1678
3539,sufE,G6905,,b1679
3540,sufE,G6905,sulfur carrier protein SufE,b1679
3541,sufS,G6906,,b1680
3542,sufS,G6906,L-cysteine desulfurase,b1680
