,genes_name,genes_id,genes_href
1497,kefG,G7717,https://biocyc.org/gene?orgid=ECOLI&id=G7717
1498,yceO,G6555,https://biocyc.org/gene?orgid=ECOLI&id=G6555
1499,dusB,EG11311,https://biocyc.org/gene?orgid=ECOLI&id=EG11311
1500,ycjT,G6654,https://biocyc.org/gene?orgid=ECOLI&id=G6654
1501,mqo,EG12069,https://biocyc.org/gene?orgid=ECOLI&id=EG12069
1502,rsmA,EG10523,https://biocyc.org/gene?orgid=ECOLI&id=EG10523
1503,ygeX,G7490,https://biocyc.org/gene?orgid=ECOLI&id=G7490
1504,solA,G6556,https://biocyc.org/gene?orgid=ECOLI&id=G6556
1505,gadA,EG50009,https://biocyc.org/gene?orgid=ECOLI&id=EG50009
1506,tusD,G7714,https://biocyc.org/gene?orgid=ECOLI&id=G7714
1507,pptA,EG11761,https://biocyc.org/gene?orgid=ECOLI&id=EG11761
1508,rhmD,G7160,https://biocyc.org/gene?orgid=ECOLI&id=G7160
1509,ytfP,G7876,https://biocyc.org/gene?orgid=ECOLI&id=G7876
1510,rbn,G7175,https://biocyc.org/gene?orgid=ECOLI&id=G7175
1511,yliI,G6437,https://biocyc.org/gene?orgid=ECOLI&id=G6437
1512,kefF,EG11568,https://biocyc.org/gene?orgid=ECOLI&id=EG11568
1513,tilS,G6096,https://biocyc.org/gene?orgid=ECOLI&id=G6096
1514,yegS,G7123,https://biocyc.org/gene?orgid=ECOLI&id=G7123
1515,glsA,G6261,https://biocyc.org/gene?orgid=ECOLI&id=G6261
1516,dusA,EG11932,https://biocyc.org/gene?orgid=ECOLI&id=EG11932
1517,preA,EG11289,https://biocyc.org/gene?orgid=ECOLI&id=EG11289
1518,ridA,G7877,https://biocyc.org/gene?orgid=ECOLI&id=G7877
1519,rlmD,EG11247,https://biocyc.org/gene?orgid=ECOLI&id=EG11247
1520,azoR,G6731,https://biocyc.org/gene?orgid=ECOLI&id=G6731
1521,ybfB,EG11522,https://biocyc.org/gene?orgid=ECOLI&id=EG11522
1522,cueO,EG12318,https://biocyc.org/gene?orgid=ECOLI&id=EG12318
1523,mnmG,EG10375,https://biocyc.org/gene?orgid=ECOLI&id=EG10375
1524,cdh,EG10138,https://biocyc.org/gene?orgid=ECOLI&id=EG10138
1525,yhfK,G7721,https://biocyc.org/gene?orgid=ECOLI&id=G7721
1526,tsaC,G7698,https://biocyc.org/gene?orgid=ECOLI&id=G7698
1527,ydbK,G6701,https://biocyc.org/gene?orgid=ECOLI&id=G6701
1528,hinT,EG12172,https://biocyc.org/gene?orgid=ECOLI&id=EG12172
1529,rsmF,G7008,https://biocyc.org/gene?orgid=ECOLI&id=G7008
1530,ygjK,G7599,https://biocyc.org/gene?orgid=ECOLI&id=G7599
1531,nudJ,G6580,https://biocyc.org/gene?orgid=ECOLI&id=G6580
1532,rluA,EG12609,https://biocyc.org/gene?orgid=ECOLI&id=EG12609
1533,yihX,EG11850,https://biocyc.org/gene?orgid=ECOLI&id=EG11850
1534,nudI,G7164,https://biocyc.org/gene?orgid=ECOLI&id=G7164
1535,yrfG,G7742,https://biocyc.org/gene?orgid=ECOLI&id=G7742
1536,rlmM,EG11794,https://biocyc.org/gene?orgid=ECOLI&id=EG11794
1537,hcr,G6456,https://biocyc.org/gene?orgid=ECOLI&id=G6456
1538,adeD,EG11692,https://biocyc.org/gene?orgid=ECOLI&id=EG11692
1539,rluC,EG11118,https://biocyc.org/gene?orgid=ECOLI&id=EG11118
1540,arsB,EG12236,https://biocyc.org/gene?orgid=ECOLI&id=EG12236
1541,ybiR,G6421,https://biocyc.org/gene?orgid=ECOLI&id=G6421
1542,yghA,EG11292,https://biocyc.org/gene?orgid=ECOLI&id=EG11292
1543,fre,EG10334,https://biocyc.org/gene?orgid=ECOLI&id=EG10334
1544,norV,G7413,https://biocyc.org/gene?orgid=ECOLI&id=G7413
1545,ligB,EG11334,https://biocyc.org/gene?orgid=ECOLI&id=EG11334
1546,symE,G7940,https://biocyc.org/gene?orgid=ECOLI&id=G7940
1547,ydiT,G6923,https://biocyc.org/gene?orgid=ECOLI&id=G6923
1548,nudG,G6954,https://biocyc.org/gene?orgid=ECOLI&id=G6954
1549,dinG,EG11357,https://biocyc.org/gene?orgid=ECOLI&id=EG11357
1550,ydiQ,G6920,https://biocyc.org/gene?orgid=ECOLI&id=G6920
1551,helD,EG10426,https://biocyc.org/gene?orgid=ECOLI&id=EG10426
1552,yhbP,G7648,https://biocyc.org/gene?orgid=ECOLI&id=G7648
1553,rdgB,G7530,https://biocyc.org/gene?orgid=ECOLI&id=G7530
1554,fdx,EG11328,https://biocyc.org/gene?orgid=ECOLI&id=EG11328
1555,rcbA,EG11901,https://biocyc.org/gene?orgid=ECOLI&id=EG11901
1556,mukE,EG11252,https://biocyc.org/gene?orgid=ECOLI&id=EG11252
1557,ydiR,G6921,https://biocyc.org/gene?orgid=ECOLI&id=G6921
1558,rtcB,G7751,https://biocyc.org/gene?orgid=ECOLI&id=G7751
1559,mukF,EG12165,https://biocyc.org/gene?orgid=ECOLI&id=EG12165
1560,norW,EG12450,https://biocyc.org/gene?orgid=ECOLI&id=EG12450
1561,qorA,EG11492,https://biocyc.org/gene?orgid=ECOLI&id=EG11492
1562,ygiD,EG11166,https://biocyc.org/gene?orgid=ECOLI&id=EG11166
1563,cybB,EG10172,https://biocyc.org/gene?orgid=ECOLI&id=EG10172
1564,ydiS,G6922,https://biocyc.org/gene?orgid=ECOLI&id=G6922
1565,bssR,G6436,https://biocyc.org/gene?orgid=ECOLI&id=G6436
1566,stfE,G6599,https://biocyc.org/gene?orgid=ECOLI&id=G6599
1567,bssS,G6557,https://biocyc.org/gene?orgid=ECOLI&id=G6557
1568,lsrG,G6805,https://biocyc.org/gene?orgid=ECOLI&id=G6805
1569,fldB,EG12697,https://biocyc.org/gene?orgid=ECOLI&id=EG12697
1570,aroK,EG10081,https://biocyc.org/gene?orgid=ECOLI&id=EG10081
1571,yggU,G7529,https://biocyc.org/gene?orgid=ECOLI&id=G7529
1572,ogt,EG10668,https://biocyc.org/gene?orgid=ECOLI&id=EG10668
1573,aroD,EG10076,https://biocyc.org/gene?orgid=ECOLI&id=EG10076
1574,hsdM,EG10458,https://biocyc.org/gene?orgid=ECOLI&id=EG10458
1575,hsdS,EG10460,https://biocyc.org/gene?orgid=ECOLI&id=EG10460
1576,aroA,EG10073,https://biocyc.org/gene?orgid=ECOLI&id=EG10073
1577,dam,EG10204,https://biocyc.org/gene?orgid=ECOLI&id=EG10204
1578,mrr,EG10612,https://biocyc.org/gene?orgid=ECOLI&id=EG10612
1579,aroL,EG10082,https://biocyc.org/gene?orgid=ECOLI&id=EG10082
1580,dcm,EG10211,https://biocyc.org/gene?orgid=ECOLI&id=EG10211
1581,zur,EG11929,https://biocyc.org/gene?orgid=ECOLI&id=EG11929
1582,aroE,EG10077,https://biocyc.org/gene?orgid=ECOLI&id=EG10077
1583,fimB,EG10309,https://biocyc.org/gene?orgid=ECOLI&id=EG10309
1584,yfbV,G7189,https://biocyc.org/gene?orgid=ECOLI&id=G7189
1585,ybaA,EG11099,https://biocyc.org/gene?orgid=ECOLI&id=EG11099
1586,aroB,EG10074,https://biocyc.org/gene?orgid=ECOLI&id=EG10074
1587,fimE,EG10312,https://biocyc.org/gene?orgid=ECOLI&id=EG10312
1588,cspD,EG11111,https://biocyc.org/gene?orgid=ECOLI&id=EG11111
1589,ydiB,EG11234,https://biocyc.org/gene?orgid=ECOLI&id=EG11234
1590,aroF,EG10078,https://biocyc.org/gene?orgid=ECOLI&id=EG10078
1591,aroC,EG10075,https://biocyc.org/gene?orgid=ECOLI&id=EG10075
1592,ygcN,G7432,https://biocyc.org/gene?orgid=ECOLI&id=G7432
1593,chaB,EG12402,https://biocyc.org/gene?orgid=ECOLI&id=EG12402
1594,rcsF,EG11502,https://biocyc.org/gene?orgid=ECOLI&id=EG11502
1595,cnu,G6869,https://biocyc.org/gene?orgid=ECOLI&id=G6869
1596,purR,EG10800,https://biocyc.org/gene?orgid=ECOLI&id=EG10800
1597,ycgR,G6623,https://biocyc.org/gene?orgid=ECOLI&id=G6623
1598,baxL,G0-17040,https://biocyc.org/gene?orgid=ECOLI&id=G0-17040
1599,rseX,G0-10574,https://biocyc.org/gene?orgid=ECOLI&id=G0-10574
1600,yfeK,G7260,https://biocyc.org/gene?orgid=ECOLI&id=G7260
1601,bipA,EG11837,https://biocyc.org/gene?orgid=ECOLI&id=EG11837
1602,pdeL,EG11236,https://biocyc.org/gene?orgid=ECOLI&id=EG11236
1603,dosC,G6784,https://biocyc.org/gene?orgid=ECOLI&id=G6784
1604,speFL,G0-17074,https://biocyc.org/gene?orgid=ECOLI&id=G0-17074
1605,yoaL,G0-16745,https://biocyc.org/gene?orgid=ECOLI&id=G0-16745
1606,pdeH,EG12252,https://biocyc.org/gene?orgid=ECOLI&id=EG12252
1607,thrL,EG11277,https://biocyc.org/gene?orgid=ECOLI&id=EG11277
1608,lsrF,G6804,https://biocyc.org/gene?orgid=ECOLI&id=G6804
1609,yjdM,EG10711,https://biocyc.org/gene?orgid=ECOLI&id=EG10711
1610,yeeJ,G7064,https://biocyc.org/gene?orgid=ECOLI&id=G7064
1611,hspQ,G6500,https://biocyc.org/gene?orgid=ECOLI&id=G6500
1612,argL,G0-17012,https://biocyc.org/gene?orgid=ECOLI&id=G0-17012
1613,yeaQ,G6981,https://biocyc.org/gene?orgid=ECOLI&id=G6981
1614,ybfL,G6377,https://biocyc.org/gene?orgid=ECOLI&id=G6377
1615,ralA,G0-16600,https://biocyc.org/gene?orgid=ECOLI&id=G0-16600
1616,ydgK,G6870,https://biocyc.org/gene?orgid=ECOLI&id=G6870
1617,azuR,G0-17112,https://biocyc.org/gene?orgid=ECOLI&id=G0-17112
1618,agrA,G0-10751,https://biocyc.org/gene?orgid=ECOLI&id=G0-10751
1619,C0293,G0-8897,https://biocyc.org/gene?orgid=ECOLI&id=G0-8897
1620,agrB,G0-10752,https://biocyc.org/gene?orgid=ECOLI&id=G0-10752
1621,ydcL,G6742,https://biocyc.org/gene?orgid=ECOLI&id=G6742
1622,yceM,G6560,https://biocyc.org/gene?orgid=ECOLI&id=G6560
1623,dgcI,G6434,https://biocyc.org/gene?orgid=ECOLI&id=G6434
1624,ybdF,G6324,https://biocyc.org/gene?orgid=ECOLI&id=G6324
1625,ecpC,G6162,https://biocyc.org/gene?orgid=ECOLI&id=G6162
1626,spfP,G0-17114,https://biocyc.org/gene?orgid=ECOLI&id=G0-17114
1627,ypeD,G0-17094,https://biocyc.org/gene?orgid=ECOLI&id=G0-17094
1628,naRNA2,G0-16695,https://biocyc.org/gene?orgid=ECOLI&id=G0-16695
1629,pmrR,G0-10707,https://biocyc.org/gene?orgid=ECOLI&id=G0-10707
1630,yidD,G0-10470,https://biocyc.org/gene?orgid=ECOLI&id=G0-10470
1631,ycfJ,EG12444,https://biocyc.org/gene?orgid=ECOLI&id=EG12444
1632,insD7,G6836,https://biocyc.org/gene?orgid=ECOLI&id=G6836
1633,yhjY,EG12269,https://biocyc.org/gene?orgid=ECOLI&id=EG12269
1634,yohC,EG12016,https://biocyc.org/gene?orgid=ECOLI&id=EG12016
1635,tsuB,EG11894,https://biocyc.org/gene?orgid=ECOLI&id=EG11894
1636,yiiF,EG11855,https://biocyc.org/gene?orgid=ECOLI&id=EG11855
1637,intB,EG12364,https://biocyc.org/gene?orgid=ECOLI&id=EG12364
1638,yicN,EG11690,https://biocyc.org/gene?orgid=ECOLI&id=EG11690
1639,yjfM,G7850,https://biocyc.org/gene?orgid=ECOLI&id=G7850
1640,rrlD,EG30080,https://biocyc.org/gene?orgid=ECOLI&id=EG30080
1641,rrlA,EG30077,https://biocyc.org/gene?orgid=ECOLI&id=EG30077
1642,yqgF,G7525,https://biocyc.org/gene?orgid=ECOLI&id=G7525
1643,rrfE,EG30074,https://biocyc.org/gene?orgid=ECOLI&id=EG30074
1644,mliC,EG11488,https://biocyc.org/gene?orgid=ECOLI&id=EG11488
1645,rrsH,EG30090,https://biocyc.org/gene?orgid=ECOLI&id=EG30090
1646,rrsD,EG30087,https://biocyc.org/gene?orgid=ECOLI&id=EG30087
1647,rrfB,EG30071,https://biocyc.org/gene?orgid=ECOLI&id=EG30071
1648,rrsA,EG30084,https://biocyc.org/gene?orgid=ECOLI&id=EG30084
1649,yhfW,G7732,https://biocyc.org/gene?orgid=ECOLI&id=G7732
1650,rbfA,EG11178,https://biocyc.org/gene?orgid=ECOLI&id=EG11178
1651,rrlE,EG30081,https://biocyc.org/gene?orgid=ECOLI&id=EG30081
1652,rrlB,EG30078,https://biocyc.org/gene?orgid=ECOLI&id=EG30078
1653,rrfG,EG30075,https://biocyc.org/gene?orgid=ECOLI&id=EG30075
1654,nfsA,EG11261,https://biocyc.org/gene?orgid=ECOLI&id=EG11261
1655,rrfF,EG30091,https://biocyc.org/gene?orgid=ECOLI&id=EG30091
1656,rrfC,EG30072,https://biocyc.org/gene?orgid=ECOLI&id=EG30072
1657,rrsE,EG30088,https://biocyc.org/gene?orgid=ECOLI&id=EG30088
1658,rrsB,EG30085,https://biocyc.org/gene?orgid=ECOLI&id=EG30085
1659,yqjG,G7616,https://biocyc.org/gene?orgid=ECOLI&id=G7616
1660,ffs,EG30027,https://biocyc.org/gene?orgid=ECOLI&id=EG30027
1661,rrlG,EG30082,https://biocyc.org/gene?orgid=ECOLI&id=EG30082
1662,rrlC,EG30079,https://biocyc.org/gene?orgid=ECOLI&id=EG30079
1663,rrfH,EG30076,https://biocyc.org/gene?orgid=ECOLI&id=EG30076
1664,ygeA,EG11157,https://biocyc.org/gene?orgid=ECOLI&id=EG11157
1665,rlhA,G6746,https://biocyc.org/gene?orgid=ECOLI&id=G6746
1666,rrfD,EG30073,https://biocyc.org/gene?orgid=ECOLI&id=EG30073
1667,rrsG,EG30089,https://biocyc.org/gene?orgid=ECOLI&id=EG30089
1668,rrsC,EG30086,https://biocyc.org/gene?orgid=ECOLI&id=EG30086
1669,ygfM,G7499,https://biocyc.org/gene?orgid=ECOLI&id=G7499
1670,rrfA,EG30070,https://biocyc.org/gene?orgid=ECOLI&id=EG30070
1671,rrlH,EG30083,https://biocyc.org/gene?orgid=ECOLI&id=EG30083
1672,ytjB,EG10951,https://biocyc.org/gene?orgid=ECOLI&id=EG10951
1673,ygaM,G7400,https://biocyc.org/gene?orgid=ECOLI&id=G7400
1674,clsC,G6551,https://biocyc.org/gene?orgid=ECOLI&id=G6551
1675,yfcZ,G7214,https://biocyc.org/gene?orgid=ECOLI&id=G7214
1676,opgB,EG12591,https://biocyc.org/gene?orgid=ECOLI&id=EG12591
1677,plsB,EG10740,https://biocyc.org/gene?orgid=ECOLI&id=EG10740
1678,clsA,EG11608,https://biocyc.org/gene?orgid=ECOLI&id=EG11608
1679,flhE,G7027,https://biocyc.org/gene?orgid=ECOLI&id=G7027
1680,pgpA,EG10704,https://biocyc.org/gene?orgid=ECOLI&id=EG10704
1681,plsC,EG11377,https://biocyc.org/gene?orgid=ECOLI&id=EG11377
1682,psd,EG10775,https://biocyc.org/gene?orgid=ECOLI&id=EG10775
1683,gnsA,G0-9662,https://biocyc.org/gene?orgid=ECOLI&id=G0-9662
1684,plsY,EG11674,https://biocyc.org/gene?orgid=ECOLI&id=EG11674
1685,yeaD,G6966,https://biocyc.org/gene?orgid=ECOLI&id=G6966
1686,pgpB,EG10705,https://biocyc.org/gene?orgid=ECOLI&id=EG10705
1687,plsX,EG11437,https://biocyc.org/gene?orgid=ECOLI&id=EG11437
1688,cdsA,EG10139,https://biocyc.org/gene?orgid=ECOLI&id=EG10139
1689,ynfA,G6840,https://biocyc.org/gene?orgid=ECOLI&id=G6840
1690,pssA,EG10781,https://biocyc.org/gene?orgid=ECOLI&id=EG10781
1691,clsB,G6406,https://biocyc.org/gene?orgid=ECOLI&id=G6406
1692,lgt,EG12128,https://biocyc.org/gene?orgid=ECOLI&id=EG12128
1693,pgsA,EG10706,https://biocyc.org/gene?orgid=ECOLI&id=EG10706
1694,fadD,EG11530,https://biocyc.org/gene?orgid=ECOLI&id=EG11530
1695,smrA,G6672,https://biocyc.org/gene?orgid=ECOLI&id=G6672
1696,dgkA,EG10224,https://biocyc.org/gene?orgid=ECOLI&id=EG10224
1697,pgpC,EG11371,https://biocyc.org/gene?orgid=ECOLI&id=EG11371
1698,efeO,G6527,https://biocyc.org/gene?orgid=ECOLI&id=G6527
1699,ybiV,G6425,https://biocyc.org/gene?orgid=ECOLI&id=G6425
1700,appC,EG11380,https://biocyc.org/gene?orgid=ECOLI&id=EG11380
1701,cyoC,EG10180,https://biocyc.org/gene?orgid=ECOLI&id=EG10180
1702,gspK,G7710,https://biocyc.org/gene?orgid=ECOLI&id=G7710
1703,cydB,EG10174,https://biocyc.org/gene?orgid=ECOLI&id=EG10174
1704,dmsD,G6849,https://biocyc.org/gene?orgid=ECOLI&id=G6849
1705,gspH,G7707,https://biocyc.org/gene?orgid=ECOLI&id=G7707
1706,caiA,EG11560,https://biocyc.org/gene?orgid=ECOLI&id=EG11560
1707,fdrA,G6287,https://biocyc.org/gene?orgid=ECOLI&id=G6287
1708,cyoD,EG10181,https://biocyc.org/gene?orgid=ECOLI&id=EG10181
1709,ybaT,G6262,https://biocyc.org/gene?orgid=ECOLI&id=G6262
1710,cyoA,EG10178,https://biocyc.org/gene?orgid=ECOLI&id=EG10178
1711,appB,EG11379,https://biocyc.org/gene?orgid=ECOLI&id=EG11379
1712,rarD,EG11466,https://biocyc.org/gene?orgid=ECOLI&id=EG11466
1713,yafV,G6103,https://biocyc.org/gene?orgid=ECOLI&id=G6103
1714,cyoB,EG10179,https://biocyc.org/gene?orgid=ECOLI&id=EG10179
1715,cydA,EG10173,https://biocyc.org/gene?orgid=ECOLI&id=EG10173
1716,gspE,G7704,https://biocyc.org/gene?orgid=ECOLI&id=G7704
1717,yqjA,G7609,https://biocyc.org/gene?orgid=ECOLI&id=G7609
1718,ccp,EG12244,https://biocyc.org/gene?orgid=ECOLI&id=EG12244
1719,gspA,G7701,https://biocyc.org/gene?orgid=ECOLI&id=G7701
1720,fixA,EG11562,https://biocyc.org/gene?orgid=ECOLI&id=EG11562
1721,kilS,G0-17108,https://biocyc.org/gene?orgid=ECOLI&id=G0-17108
1722,cydX,G0-10441,https://biocyc.org/gene?orgid=ECOLI&id=G0-10441
1723,ytfF,G7867,https://biocyc.org/gene?orgid=ECOLI&id=G7867
1724,fixB,EG11563,https://biocyc.org/gene?orgid=ECOLI&id=EG11563
1725,ydiO,G6918,https://biocyc.org/gene?orgid=ECOLI&id=G6918
1726,yqgA,G7534,https://biocyc.org/gene?orgid=ECOLI&id=G7534
1727,ymgN,G0-17091,https://biocyc.org/gene?orgid=ECOLI&id=G0-17091
1728,yghB,EG11824,https://biocyc.org/gene?orgid=ECOLI&id=EG11824
1729,lysO,G6458,https://biocyc.org/gene?orgid=ECOLI&id=G6458
1730,gspL,G7711,https://biocyc.org/gene?orgid=ECOLI&id=G7711
1731,rseD,G0-16690,https://biocyc.org/gene?orgid=ECOLI&id=G0-16690
1732,waaB,EG11351,https://biocyc.org/gene?orgid=ECOLI&id=EG11351
1733,gsiC,G6431,https://biocyc.org/gene?orgid=ECOLI&id=G6431
1734,rffC,EG11455,https://biocyc.org/gene?orgid=ECOLI&id=EG11455
1735,trpC,EG11026,https://biocyc.org/gene?orgid=ECOLI&id=EG11026
1736,atoE,EG11671,https://biocyc.org/gene?orgid=ECOLI&id=EG11671
1737,arrS,G0-10694,https://biocyc.org/gene?orgid=ECOLI&id=G0-10694
1738,tnaB,EG11006,https://biocyc.org/gene?orgid=ECOLI&id=EG11006
1739,wecH,EG12274,https://biocyc.org/gene?orgid=ECOLI&id=EG12274
1740,trpL,EG11274,https://biocyc.org/gene?orgid=ECOLI&id=EG11274
1741,gspI,G7708,https://biocyc.org/gene?orgid=ECOLI&id=G7708
1742,trpD,EG11027,https://biocyc.org/gene?orgid=ECOLI&id=EG11027
1743,waaO,EG11352,https://biocyc.org/gene?orgid=ECOLI&id=EG11352
1744,trpA,EG11024,https://biocyc.org/gene?orgid=ECOLI&id=EG11024
1745,yfbS,G7186,https://biocyc.org/gene?orgid=ECOLI&id=G7186
1746,aroH,EG10080,https://biocyc.org/gene?orgid=ECOLI&id=EG10080
1747,ybfQ,G0-10440,https://biocyc.org/gene?orgid=ECOLI&id=G0-10440
1748,waaJ,EG11353,https://biocyc.org/gene?orgid=ECOLI&id=EG11353
1749,trpE,EG11028,https://biocyc.org/gene?orgid=ECOLI&id=EG11028
1750,yidE,EG11536,https://biocyc.org/gene?orgid=ECOLI&id=EG11536
1751,trpB,EG11025,https://biocyc.org/gene?orgid=ECOLI&id=EG11025
1752,kbp,G7395,https://biocyc.org/gene?orgid=ECOLI&id=G7395
1753,mtr,EG10617,https://biocyc.org/gene?orgid=ECOLI&id=EG10617
1754,yfeH,EG12376,https://biocyc.org/gene?orgid=ECOLI&id=EG12376
1755,nadD,G6350,https://biocyc.org/gene?orgid=ECOLI&id=G6350
1756,yecE,EG12379,https://biocyc.org/gene?orgid=ECOLI&id=EG12379
1757,osmB,EG10679,https://biocyc.org/gene?orgid=ECOLI&id=EG10679
1758,gmd,EG11787,https://biocyc.org/gene?orgid=ECOLI&id=EG11787
1759,gspC,G7702,https://biocyc.org/gene?orgid=ECOLI&id=G7702
1760,nadE,EG10663,https://biocyc.org/gene?orgid=ECOLI&id=EG10663
1761,yggT,G7528,https://biocyc.org/gene?orgid=ECOLI&id=G7528
1762,pncC,G7409,https://biocyc.org/gene?orgid=ECOLI&id=G7409
1763,yohK,EG12024,https://biocyc.org/gene?orgid=ECOLI&id=EG12024
1764,nadK,EG12192,https://biocyc.org/gene?orgid=ECOLI&id=EG12192
1765,yhjG,EG12251,https://biocyc.org/gene?orgid=ECOLI&id=EG12251
1766,ecnA,G0-41,https://biocyc.org/gene?orgid=ECOLI&id=G0-41
1767,pncB,EG10742,https://biocyc.org/gene?orgid=ECOLI&id=EG10742
1768,intQ,G6837,https://biocyc.org/gene?orgid=ECOLI&id=G6837
1769,yjiJ,G7929,https://biocyc.org/gene?orgid=ECOLI&id=G7929
1770,nadA,EG10630,https://biocyc.org/gene?orgid=ECOLI&id=EG10630
1771,osmC,EG10680,https://biocyc.org/gene?orgid=ECOLI&id=EG10680
1772,feaB,G7961,https://biocyc.org/gene?orgid=ECOLI&id=G7961
1773,ycfT,G6572,https://biocyc.org/gene?orgid=ECOLI&id=G6572
1774,nadC,EG11546,https://biocyc.org/gene?orgid=ECOLI&id=EG11546
1775,yehI,EG11995,https://biocyc.org/gene?orgid=ECOLI&id=EG11995
1776,osmY,EG11391,https://biocyc.org/gene?orgid=ECOLI&id=EG11391
1777,pncA,EG11135,https://biocyc.org/gene?orgid=ECOLI&id=EG11135
1778,tsuA,EG11895,https://biocyc.org/gene?orgid=ECOLI&id=EG11895
1779,nadB,EG10631,https://biocyc.org/gene?orgid=ECOLI&id=EG10631
1780,ecnB,G0-9562,https://biocyc.org/gene?orgid=ECOLI&id=G0-9562
1781,yhfT,G7729,https://biocyc.org/gene?orgid=ECOLI&id=G7729
1782,yihF,EG11832,https://biocyc.org/gene?orgid=ECOLI&id=EG11832
1783,ybjJ,G6443,https://biocyc.org/gene?orgid=ECOLI&id=G6443
1784,gspJ,G7709,https://biocyc.org/gene?orgid=ECOLI&id=G7709
1785,ydeJ,EG11645,https://biocyc.org/gene?orgid=ECOLI&id=EG11645
1786,ddpX,G6782,https://biocyc.org/gene?orgid=ECOLI&id=G6782
1787,ftsH,EG11506,https://biocyc.org/gene?orgid=ECOLI&id=EG11506
1788,ybbY,G6282,https://biocyc.org/gene?orgid=ECOLI&id=G6282
1789,ompT,EG10673,https://biocyc.org/gene?orgid=ECOLI&id=EG10673
1790,ldcA,G6621,https://biocyc.org/gene?orgid=ECOLI&id=G6621
1791,gspG,G7706,https://biocyc.org/gene?orgid=ECOLI&id=G7706
1792,yjeT,G7844,https://biocyc.org/gene?orgid=ECOLI&id=G7844
1793,gspO,EG11359,https://biocyc.org/gene?orgid=ECOLI&id=EG11359
1794,hflK,EG10436,https://biocyc.org/gene?orgid=ECOLI&id=EG10436
1795,yegH,G7108,https://biocyc.org/gene?orgid=ECOLI&id=G7108
1796,amiD,G6452,https://biocyc.org/gene?orgid=ECOLI&id=G6452
1797,sppA,EG10968,https://biocyc.org/gene?orgid=ECOLI&id=EG10968
1798,ykgG,G6178,https://biocyc.org/gene?orgid=ECOLI&id=G6178
1799,yigG,EG11465,https://biocyc.org/gene?orgid=ECOLI&id=EG11465
1800,dcp,EG10212,https://biocyc.org/gene?orgid=ECOLI&id=EG10212
1801,mltC,G7533,https://biocyc.org/gene?orgid=ECOLI&id=G7533
1802,gspD,G7703,https://biocyc.org/gene?orgid=ECOLI&id=G7703
1803,ptrA,EG10786,https://biocyc.org/gene?orgid=ECOLI&id=EG10786
1804,clpA,EG10156,https://biocyc.org/gene?orgid=ECOLI&id=EG10156
1805,leuE,G6984,https://biocyc.org/gene?orgid=ECOLI&id=G6984
1806,yrdD,G7699,https://biocyc.org/gene?orgid=ECOLI&id=G7699
1807,hslU,EG11881,https://biocyc.org/gene?orgid=ECOLI&id=EG11881
1808,pepP,EG10697,https://biocyc.org/gene?orgid=ECOLI&id=EG10697
1809,gspM,EG12173,https://biocyc.org/gene?orgid=ECOLI&id=EG12173
1810,ypdE,G7247,https://biocyc.org/gene?orgid=ECOLI&id=G7247
1811,pepT,EG11549,https://biocyc.org/gene?orgid=ECOLI&id=EG11549
1812,tqsA,G6859,https://biocyc.org/gene?orgid=ECOLI&id=G6859
1813,yjjA,EG11214,https://biocyc.org/gene?orgid=ECOLI&id=EG11214
1814,pepA,EG10694,https://biocyc.org/gene?orgid=ECOLI&id=EG10694
1815,emtA,G6622,https://biocyc.org/gene?orgid=ECOLI&id=G6622
1816,yhgE,G7745,https://biocyc.org/gene?orgid=ECOLI&id=G7745
1817,mltF,EG11373,https://biocyc.org/gene?orgid=ECOLI&id=EG11373
1818,degP,EG10463,https://biocyc.org/gene?orgid=ECOLI&id=EG10463
1819,yggR,G7526,https://biocyc.org/gene?orgid=ECOLI&id=G7526
1820,yqjD,G7612,https://biocyc.org/gene?orgid=ECOLI&id=G7612
1821,clpS,G6463,https://biocyc.org/gene?orgid=ECOLI&id=G6463
1822,ptrB,EG11004,https://biocyc.org/gene?orgid=ECOLI&id=EG11004
1823,ybjL,G6445,https://biocyc.org/gene?orgid=ECOLI&id=G6445
1824,mltD,EG10246,https://biocyc.org/gene?orgid=ECOLI&id=EG10246
1825,degQ,G7682,https://biocyc.org/gene?orgid=ECOLI&id=G7682
1826,yebC,EG11137,https://biocyc.org/gene?orgid=ECOLI&id=EG11137
1827,sapC,G2000,https://biocyc.org/gene?orgid=ECOLI&id=G2000
1828,slt,EG10950,https://biocyc.org/gene?orgid=ECOLI&id=EG10950
1829,clpP,EG10158,https://biocyc.org/gene?orgid=ECOLI&id=EG10158
1830,mltB,G7410,https://biocyc.org/gene?orgid=ECOLI&id=G7410
1831,yqeC,G7495,https://biocyc.org/gene?orgid=ECOLI&id=G7495
1832,pepE,EG11920,https://biocyc.org/gene?orgid=ECOLI&id=EG11920
1833,pepQ,EG10698,https://biocyc.org/gene?orgid=ECOLI&id=EG10698
1834,ypdF,G7248,https://biocyc.org/gene?orgid=ECOLI&id=G7248
1835,era,EG10270,https://biocyc.org/gene?orgid=ECOLI&id=EG10270
1836,degS,EG11652,https://biocyc.org/gene?orgid=ECOLI&id=EG11652
1837,rhsB,EG10847,https://biocyc.org/gene?orgid=ECOLI&id=EG10847
1838,pepD,EG10695,https://biocyc.org/gene?orgid=ECOLI&id=EG10695
